,Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Sokolo,6,ML,1592091006,30,14.73,-6.12,95.61,5.32
375,Toronto,1,CA,1592090756,41,43.7,-79.42,63.0,8.05
376,Constitución,68,CL,1592091007,62,-35.33,-72.42,49.15,5.84
377,College,75,US,1592091007,38,64.86,-147.8,75.99,4.97
378,Vanimo,71,PG,1592091007,67,-2.67,141.3,84.69,5.12
379,Morant Bay,75,JM,1592091007,88,17.88,-76.41,82.4,12.75
380,São João da Barra,0,BR,1592091007,84,-21.64,-41.05,73.74,9.95
381,Bereda,75,ES,1592091008,92,43.27,-7.54,54.0,5.01
382,Nanortalik,100,GL,1592091008,94,60.14,-45.24,42.49,7.58
383,Batagay-Alyta,77,RU,1592091008,65,67.8,130.41,56.71,3.69
384,Pombas,33,CV,1592091009,69,17.15,-25.02,78.8,16.11
385,Ugoofaaru,88,MV,1592091009,77,5.67,73.0,84.56,13.76
386,Province of Mantua,100,IT,1592091009,92,45.17,10.78,63.0,1.99
387,Egvekinot,30,RU,1592091009,66,66.32,-179.17,45.55,6.22
388,Darhan,0,MN,1592091010,52,49.49,105.92,63.32,8.41
389,The Valley,20,AI,1592090714,66,18.22,-63.06,84.2,10.29
390,Houma,91,US,1592091010,31,29.6,-90.72,87.01,8.99
391,Karratha,24,AU,1592091010,55,-20.74,116.85,73.33,11.61
392,Sal Rei,50,CV,1592091011,78,16.18,-22.92,77.0,10.29
393,Osijek,0,HR,1592091011,93,45.55,18.69,66.99,5.82
394,Vila Velha,0,BR,1592091011,83,-20.33,-40.29,75.99,4.7
395,Tres Arroyos,34,AR,1592091011,67,-38.37,-60.28,39.2,7.74
396,Vostok,100,RU,1592091012,50,46.49,135.88,68.58,2.15
397,Riyadh,1,SA,1592090856,28,24.69,46.72,84.2,2.24
398,Chapais,1,CA,1592091012,37,49.78,-74.85,53.6,10.29
399,Bijie,100,CN,1592091012,92,27.31,105.29,65.32,3.11
400,Aras,55,ES,1592091012,87,42.56,-2.36,57.2,1.12
401,Pathein,93,MM,1592091013,86,16.78,94.73,82.0,5.14
402,Belyy Yar,3,RU,1592091013,87,53.6,91.39,60.8,4.94
403,Koslan,15,RU,1592091013,90,63.46,48.9,43.54,6.82
404,Mattru,100,SL,1592091014,95,7.62,-11.83,75.31,3.11
405,Tías,20,ES,1592091014,68,28.96,-13.64,71.6,9.17
406,Faya,22,SA,1592091014,46,18.39,42.45,71.6,3.38
407,Zyryanovsk,51,KZ,1592091014,80,49.74,84.27,59.97,1.54
408,Dourbali,77,TD,1592091015,47,11.81,15.86,86.34,15.61
409,Hasaki,75,JP,1592091015,100,35.73,140.83,75.0,5.82
410,Ola,0,RU,1592090841,61,59.58,151.28,55.54,3.4
411,Khandyga,70,RU,1592091015,44,62.67,135.6,72.1,1.16
412,Texarkana,1,US,1592091015,40,33.43,-94.05,91.0,5.82
413,Yar-Sale,35,RU,1592091016,62,66.83,70.83,45.7,17.11
414,Sørland,62,NO,1592091016,87,67.67,12.69,51.8,4.7
415,Mogocha,50,RU,1592091016,52,53.73,119.77,56.7,8.93
416,Kiryat Gat,0,IL,1592091016,77,31.61,34.76,73.99,3.94
417,Kamphaeng Phet,100,TH,1592091017,70,16.48,99.52,87.01,2.37
418,Letlhakane,0,BW,1592091017,65,-21.42,25.58,47.07,10.71
419,Otradnoye,0,RU,1592091017,62,59.78,30.82,53.6,2.24
420,Albion,75,US,1592091017,45,42.24,-84.75,64.99,4.7
421,Sonoita,0,MX,1592091018,5,31.85,-112.83,100.0,3.0
422,Nicoya,75,CR,1592091002,94,10.15,-85.45,78.8,5.82
423,Nouadhibou,18,MR,1592091018,37,20.93,-17.03,86.0,28.86
424,Iskateley,99,RU,1592091018,82,67.68,53.15,41.97,15.84
425,Yumen,100,CN,1592091019,23,40.28,97.2,69.15,6.22
426,Alamogordo,1,US,1592090852,13,32.9,-105.96,93.2,18.34
427,Enköping,85,SE,1592091019,71,59.64,17.08,60.01,4.7
428,Zhigansk,96,RU,1592091019,80,66.77,123.37,56.7,13.98
429,Kem',13,RU,1592091019,74,64.96,34.58,55.0,8.05
430,Pemangkat,100,ID,1592091020,88,1.17,108.97,78.3,9.6
431,Mazatlán,40,MX,1592091013,58,23.22,-106.42,86.0,11.41
432,Dabat,78,ET,1592091020,84,12.98,37.77,56.64,2.04
433,Sawākin,0,SD,1592091020,55,19.11,37.33,85.08,2.86
434,Ambilobe,0,MG,1592091021,83,-13.2,49.05,65.68,2.93
435,Turukhansk,95,RU,1592091021,87,65.82,87.98,54.54,15.61
436,Ahipara,48,NZ,1592091021,82,-35.17,173.17,58.8,9.19
437,Saldanha,0,ZA,1592091021,75,-33.01,17.94,46.4,3.36
438,Lixouri,32,GR,1592091021,77,38.2,20.43,67.55,11.1
439,Manta,40,EC,1592091022,78,-0.95,-80.73,77.0,6.93
440,Ji’an,38,CN,1592091022,77,27.12,114.98,83.39,9.4
441,Yendi,3,GH,1592091022,70,9.44,-0.01,78.01,5.75
442,Fuerte,71,PH,1592091022,73,17.54,120.36,83.35,3.74
443,Amahai,98,ID,1592091023,95,-3.33,128.92,82.99,1.99
444,Grenfell,74,AU,1592091023,87,-33.9,148.17,52.72,10.31
445,Kismayo,84,SO,1592091023,78,-0.36,42.55,78.48,17.34
446,Lewistown,47,US,1592091023,35,40.6,-77.57,69.01,1.01
447,Isangel,75,VU,1592091023,69,-19.55,169.27,80.6,11.41
448,São Paulo de Olivença,43,BR,1592091024,94,-3.38,-68.87,74.68,2.42
449,Katherine,0,AU,1592091024,44,-14.47,132.27,75.2,5.82
450,Lincoln,1,US,1592090869,31,40.8,-96.67,91.4,18.34
451,Kaeo,99,NZ,1592091024,3,-35.1,173.78,57.99,1.99
452,Viedma,98,AR,1592091025,60,-40.81,-63.0,43.57,8.25
453,Los Llanos de Aridane,75,ES,1592091025,68,28.66,-17.92,69.8,6.93
454,Airai,1,TL,1592091025,67,-8.93,125.41,66.42,4.79
455,Kysyl-Syr,100,RU,1592091025,69,63.9,122.76,58.68,5.64
456,North Bend,90,US,1592090998,67,43.41,-124.22,63.0,13.87
457,Guerrero Negro,0,MX,1592091026,63,27.98,-114.06,70.48,22.88
458,Shelburne,1,CA,1592091026,38,44.08,-80.2,59.0,6.93
459,Tarpon Springs,90,US,1592090858,78,28.15,-82.76,80.01,6.93
460,Maltahöhe,0,NA,1592091027,60,-24.83,16.98,37.15,5.32
461,Ajdabiya,0,LY,1592091027,40,30.76,20.23,71.62,8.1
462,Lázaro Cárdenas,97,MX,1592091027,77,17.96,-102.2,83.25,9.75
463,Katangli,100,RU,1592091028,95,51.71,143.23,42.26,11.27
464,Verkhnyaya Inta,100,RU,1592091028,78,65.98,60.31,44.73,16.28
465,Rio Brilhante,69,BR,1592091028,91,-21.8,-54.55,69.87,5.03
466,Niğde,27,TR,1592091028,79,37.83,34.75,49.33,3.0
467,Porbandar,65,IN,1592091029,85,21.64,69.61,84.76,8.23
468,Tandil,15,AR,1592090995,54,-37.32,-59.13,37.99,3.0
469,Gazli,33,UZ,1592091029,16,40.13,63.45,80.37,7.23
470,Talnakh,100,RU,1592091029,53,69.49,88.4,51.8,11.18
471,Naryan-Mar,99,RU,1592091029,82,67.67,53.09,42.04,15.88
472,Myitkyina,80,MM,1592091030,90,25.38,97.4,75.45,0.78
473,Kununurra,0,AU,1592091030,25,-15.77,128.73,69.8,9.64
474,Masuguru,62,TZ,1592091030,77,-11.37,38.42,65.95,3.09
475,Chhor,78,PK,1592091030,58,25.52,69.77,88.21,11.72
476,Iquique,75,CL,1592091031,77,-20.22,-70.14,60.8,10.29
477,Aquiraz,20,BR,1592091031,78,-3.9,-38.39,80.6,8.05
478,Winburg,0,ZA,1592091031,87,-28.52,27.01,28.33,2.75
479,Cobija,12,BO,1592091031,76,-11.03,-68.77,76.95,3.0
480,Maués,33,BR,1592091031,88,-3.38,-57.72,76.95,1.16
481,Lompoc,0,US,1592091032,63,34.64,-120.46,64.4,20.8
482,Baie-Comeau,1,CA,1592090736,58,49.22,-68.15,55.4,11.41
483,Muzhi,66,RU,1592091032,71,65.37,64.67,46.85,17.0
484,Tabuk,0,PH,1592091033,74,17.42,121.44,80.82,0.96
485,Ganzhou,96,CN,1592091033,76,28.82,115.43,84.7,8.39
486,Hamilton,1,US,1592091033,56,39.18,-84.53,73.4,10.29
487,Havre-St-Pierre,75,CA,1592091033,66,50.23,-63.6,50.0,12.75
488,Abu Dhabi,53,AE,1592090804,84,24.47,54.37,88.0,2.24
489,Longhua,60,CN,1592091034,84,23.61,114.19,81.34,6.91
490,Jieshi,91,CN,1592091034,82,22.81,115.83,83.34,15.99
491,Ancud,90,CL,1592091034,100,-41.87,-73.82,46.99,16.11
492,Prachuap Khiri Khan,51,TH,1592091035,80,11.82,99.78,81.43,6.53
493,Christchurch,4,NZ,1592090892,80,-43.53,172.63,48.0,5.82
494,Waddān,0,LY,1592091035,21,29.16,16.14,80.44,19.42
495,Umm Kaddadah,4,SD,1592091035,21,13.6,26.69,90.55,4.47
496,Vikhorevka,0,RU,1592091035,87,56.12,101.16,59.0,4.47
497,Tomarovka,93,RU,1592091036,77,50.68,36.23,68.0,13.42
498,Mongoumba,95,CF,1592091036,92,3.64,18.59,71.04,0.22
499,West Plains,1,US,1592091036,38,36.73,-91.85,87.8,3.36
500,Freeport,1,US,1592090774,33,40.66,-73.58,73.4,8.05
501,Sibul Springs,75,PH,1592091037,88,15.17,121.06,84.0,2.24
502,Aktau,18,KZ,1592091037,27,43.65,51.2,75.2,11.18
503,Shenzhen,86,CN,1592090608,99,22.55,114.07,84.0,17.9
504,Fallon,40,US,1592091037,12,39.47,-118.78,70.0,13.87
505,Anjozorobe,75,MG,1592091037,76,-18.4,47.87,53.6,6.93
506,Jinchang,57,CN,1592091038,28,38.5,102.17,65.3,3.78
507,Smithers,75,CA,1592090840,58,54.78,-127.17,57.2,2.24
508,Trelew,96,AR,1592091020,63,-43.25,-65.31,42.06,6.91
509,Cockburn Town,40,TC,1592091038,66,21.46,-71.14,84.2,4.7
510,Mokhsogollokh,0,RU,1592091038,48,61.47,128.92,68.72,3.85
511,Ankazoabo,3,MG,1592091039,80,-22.28,44.52,60.55,10.54
512,Chara,16,RU,1592091039,54,56.91,118.26,54.12,2.24
513,Shubarshi,0,KZ,1592091039,76,48.59,57.19,68.54,7.65
514,Yerbogachën,97,RU,1592091039,58,61.28,108.01,55.06,4.65
515,Banda Aceh,99,ID,1592091040,78,5.56,95.32,80.6,5.91
516,Capácuaro,75,MX,1592091040,64,19.55,-102.05,75.2,11.41
517,Saint-Joseph,20,RE,1592091040,82,-21.37,55.62,66.2,2.24
518,Emerald,90,AU,1592091040,100,-23.53,148.17,69.8,8.05
519,Moss Point,1,US,1592091040,74,30.41,-88.53,82.4,11.41
520,Dalgopol,44,BG,1592091041,93,43.05,27.35,64.4,4.63
521,Green River,1,US,1592090816,10,41.53,-109.47,80.6,23.04
522,Bambanglipuro,69,ID,1592091041,86,-7.95,110.28,78.96,4.83
523,Āgaro,40,ET,1592091041,87,7.85,36.65,57.78,2.64
524,Aklavik,75,CA,1592091041,25,68.22,-135.01,75.2,6.93
525,Chagoda,4,RU,1592091042,83,59.16,35.33,46.87,4.54
526,Tunceli,1,TR,1592091042,66,39.11,39.55,55.4,4.7
527,Nizhniy Odes,97,RU,1592091042,90,63.64,54.86,43.72,7.9
528,Maceió,75,BR,1592091042,100,-9.67,-35.74,75.2,9.17
529,Puerto Escondido,52,MX,1592091043,69,15.85,-97.07,84.79,7.7
530,Port Hedland,17,AU,1592091043,63,-20.32,118.57,66.2,6.93
531,Chifeng,0,CN,1592091043,32,42.27,118.96,70.23,19.44
532,Rawson,91,AR,1592091043,60,-43.3,-65.1,43.54,7.61
533,Hammerfest,72,NO,1592090969,58,70.66,23.68,55.4,14.99
534,Juigalpa,93,NI,1592091044,91,12.11,-85.36,76.03,4.97
535,Srednekolymsk,0,RU,1592091044,35,67.45,153.68,72.86,5.59
536,La Paz,20,BO,1592090875,56,-16.5,-68.15,44.6,10.29
537,Marsaxlokk,4,MT,1592091044,77,35.84,14.54,73.99,8.05
538,Emba,0,KZ,1592091044,72,48.83,58.14,66.06,10.71
539,Morón,0,AR,1592090889,48,-34.65,-58.62,46.99,4.7
540,Katsuura,100,JP,1592091045,93,35.13,140.3,71.01,1.99
541,La Cumbre,0,AR,1592091045,47,-30.98,-64.49,39.0,1.99
542,Macamic,20,CA,1592091045,29,48.75,-79.0,60.8,11.41
543,Khasan,79,RU,1592091046,83,42.43,130.64,65.89,5.57
544,Khanbari,86,NP,1592091046,74,27.37,87.2,75.06,0.74
545,Tigil',14,RU,1592091046,26,57.8,158.67,70.39,3.62
546,Bonfim,36,BR,1592091046,81,3.08,-59.95,79.14,3.71
547,Shimanovsk,100,RU,1592091046,57,52.0,127.7,61.93,10.0
548,Tsimmerbude,7,RU,1592091047,82,54.67,20.13,59.0,8.95
549,Vestmannaeyjar,54,IS,1592091047,79,63.44,-20.27,46.62,9.31
550,Wenatchee,40,US,1592091047,28,47.42,-120.31,69.8,17.22
551,Vila,61,PT,1592091047,87,42.03,-8.16,61.0,2.24
552,Savannah Bight,96,HN,1592091047,72,16.45,-85.85,83.01,10.13
553,Bunia,99,CD,1592091048,94,1.57,30.25,62.4,2.39
554,Anchorage,20,US,1592091048,35,61.22,-149.9,70.0,6.93
555,Arrondissement de Privas,64,FR,1592091048,88,44.58,4.5,57.99,5.57
556,Beloha,0,MG,1592091048,80,-25.17,45.05,57.24,5.73
557,Angoche,3,MZ,1592091049,80,-16.23,39.91,71.1,9.69
558,Ketchikan,90,US,1592090774,93,55.34,-131.65,53.6,10.29
559,Kolondiéba,14,ML,1592091049,66,11.09,-6.89,80.15,5.44
560,Belo Oriente,0,BR,1592091049,80,-19.22,-42.48,67.41,2.08
561,Victor Harbor,56,AU,1592091049,87,-35.57,138.62,54.0,15.01
562,Inta,100,RU,1592091050,77,66.03,60.17,45.0,16.24
563,Ténenkou,4,ML,1592091050,26,14.46,-4.92,96.91,6.85
564,Coyhaique,90,CL,1592091050,93,-45.58,-72.07,37.4,5.82
565,Poselki,81,RU,1592091051,84,53.13,46.5,52.9,11.03
566,Jiayuguan City,99,CN,1592091051,25,39.82,98.3,67.84,3.31
567,Baykit,99,RU,1592091051,89,61.67,96.37,55.63,3.2
568,Ziarat,0,PK,1592091051,31,30.38,67.73,56.97,1.01
569,Dabola,100,GN,1592091052,88,10.75,-11.12,69.35,2.95
570,Namatanai,30,PG,1592091052,68,-3.67,152.43,85.95,7.85
571,Eureka,90,US,1592090824,72,40.8,-124.16,64.99,1.01
572,Ixtapa,5,MX,1592091052,58,20.7,-105.2,86.0,11.41
573,Djambala,15,CG,1592091052,96,-2.54,14.75,68.32,2.82
574,Pangai,100,TO,1592090765,72,-19.8,-174.35,74.16,24.96
575,Bud,40,US,1592091053,56,39.45,-86.18,72.0,9.17
576,Campoverde,49,PE,1592091053,69,-8.48,-74.81,78.26,1.32
577,Prince Rupert,90,CA,1592090766,87,54.32,-130.32,53.6,4.7
578,Sinnamary,88,GF,1592091054,85,5.38,-52.95,77.38,4.9
579,Kalmunai,51,LK,1592091054,80,7.42,81.82,80.53,6.35
580,Dalvik,20,IS,1592091054,57,65.97,-18.53,51.8,5.82
